author_title,review_text,review_rating
Uday Choudhary,"I enrolled in Jigsaw's ""Full Stack IoT Program"". I have completed the first half of the course with certification from Jigsaw. It can be verified in my LinkedIn profile. I am extremely pleased that I made the decision to learn about IoT from here as compared to anywhere else. The reason being that every theoretical concept is complemented with a hands-on practical implementation along the way. The hardware needed for all the projects was provided within days of enrolling in the course. There are capstone projects at the end of every module which accumulate the knowledge learnt over the entire module. The faculty is excellent in clearing doubts in a clear manner and more importantly in a timely manner which is important for any online training course. They went beyond what might have been required for clearing doubts and explaining concepts, providing links for further reading if required. The faculty contact according to our timing as I have a working job as well. The technical team have always responded by fixing any issue which arose within a few hours and sometimes within less than an hour. All that being said, the real strength of Jigsaw's IoT program lies in the fact that it exposes the student to so many new technologies which are necessary to understand and implement in the IoT eco-system other than the core domain knowledge; even if they might appear as not being relevant immediately. Such technologies are the MEAN stack, Blynk mobile app, containers(Docker), TICK stack, facial detection, speech recognition,  AWS's EC2 instance for cloud to name a few. There is also documentation for reference for all the practicals. That being said, it is up to the student if they want to dive deeper into each topic on their own time. There are also workshops for each module which augment to the knowledge further.  IBM Watson is introduced in one such workshop. The placement team update the student forum with up-to-date job listing which are relevant for the IoT domain. The course is well-designed may it be graphics for visual style of learner or description for verbal style of learner. The graphics and the icons meant to communicate concepts are unlike anywhere I have ever seen in any presentation or video.  They immediately make the concept stick as a image in the mind; which is very helpful to recall later. The depth with which they were designed is indeed marvellous. Not many pay such attention to such minor details; unless it is Apple Inc.",5
Subhrajyoti Mallick,"I am a 2018 B.tech - IT graduate and immediately joined an MNC just after I  completed my university degree. The firm I joined in was just to be in the rat race of being into the corporate once I am graduate. Soon I realised that I have much more in terms of ability, which I was certainly not able to explore and excel in that job. So I chose to step out of that firm.
I wanted to join an organisation that would help me brush my skills in a way that I emerge out to be more corporate fit. And also I get to enrich myself more in the areas of my technical interest, so that I may further be able to work on those areas specifically.
Then I came across ""Jigsaw Academy"" in internet. To get a better insight about the course and curriculum of this academy, I got in contact with
Mohammed Azeemulla M S, Support Team. Having discussion with him, I could figure out that the course called, PGPDM - 2019, could help me achieve my career goals in the best possible ways. I have continuously been in touch with him and have been helped regarding all the doubts I had.
Now that I have joined the academy, I feel quite confident that I shall be able to come up with vibrant colours in the years in ahead of mine in the corporate.",5
Aatreyee Dam,The People Analytics Certification was a short and knowledgeable takeaway . Thankful to all the Prof of IIM Indore and the faculties and mentors in Jigsaw.,5
raftar digra,"I was at first reluctant to join an online course, but when I talked to their counseling faculty all my doubts were cleared. Finally I am a student of Jigsaw and yes the course is up to the mark with industry experts teaching you. The case studies in my course are real time and I am happy about it. Hope to master the Analytics Domain soon.",5
Sreev Dasari,"Staff at Jigsaw are well supportive and have provided resolution for each and every query regarding course doubts.
The content / concepts in the video are very much informative and useful. Kudos to the Dedicated faculty *(Mr Manoj)* for being supportive all through. My special thanks to the program manager 👍 *Mr.Moses Kola* in providing immediate resolution for all the queries raised & support team Mr.Chandan and Mr.Giriprasad respectively for being more helpful throughout this program.

I would recommend you to go for Jigsaw Academy *HR ANALYTICS* program.

Thank you Jigsaw Team  !!",4
Vinay M S,"Hello,

I was searching for a good Iot course as I wanted to learn more about it and find my career in the field. Few of my friends suggested jigsaw and I personally found the website interesting and enrolled myself for the course. Now I am halfway through the course and its going good. Really happy with the instructors and course materials. If you are searching for an academy to do Iot course, then you are at the right place.",4
Preetham Rao,"Jigsaw Academy is a great place to Learn Analytics. I previously have ha no experience in Analytics and as a field it really interested me. I did a lot of research and finally zeroed in on 2 institutes in Bangalore for a course on Analytics( My main interest was SAS). After speaking to a few people, I realized Jigsaw was the place to be. Even on doing a good amount of comparisons online(One comparison was between Jigsaw and IIM-B) , I decided that Jigsaw was the institute to enroll for. Though the other option was much more cheaper, at the end of the day, you always select the place from where you could be better off in the future than sooner!
The faculty quality is nothing short of exceptional! Fabulous, Experienced, practical as well as a very good hands-on approach to each topic. Especially, considering that SAS is a programming language, a hands-on approach is almost inevitable and this is what makes Jigsaw stand out! Sarita: probably the Best Analytics Prof! You could teach a nation Analytics!! Shilpa Jat: Thank you for constatntly replying to my incessant number of doubts in the assignments!! You have constantly supported and helped me with my issues and topics! Thank you very much!!
The support is another brilliant team. Every time I've had issues, they have responded positively as well as promptly! To cite an instance , I was facing an issue while connecting to a Remote Desktop. It was a lazy Sunday Afternoon and I sent a mail to the Support. I immediately(< 5 mins) received a reply which sent me a step-by-step procedure to sort out the issue and I was back to my assignments! Thank you Moses, Ramesh and the Team!!
Overall a great institute! A great future to a great start-up!!",5
JERIL JOSEPH,"I wouldn't suggest jigsaw, infact i don't think even a single star is eligible for jigsaw academy. As a student of Jigsaw, what i can say is
1) The presentations are very bad, infact the presentations are elementary level and when it comes to assignments, its so damn complex that we wont be able to solve it. But very pathetic material, and that's the objective of jigsaw academy, because historically students have found it difficult to complete the course barring a few and jigsaw guys knows it too, and over the course of all this complications our access period to the material too gets over making us at loss

2) They charge so high almost every course, which is not worth even a single penny. Because once the money is paid ball is in their court and they are least bothered.

3) I have had pretty bad experience with the faculty. I mean this is my personal experience.

Kindly think and enroll here, because if i sum-up i can tell this about jigsaw. Heavily priced courses with primitive level of materials and u landing up not completing the course because u need to complete 70% of assignments to get certificate, not worth it taking up in jigsaw. For all the guys out there, kindly think and take up jigsaw, infact there are better places out there with good prices along with better materials and faculty support.",1
Arjun R D,"The course content for Data analytics with SAS is really good and really helpful. Lot of good real-life case studies. But, I had issues with support and faculty in getting timely responses. Moses had been very helpful in getting support team to respond back and he was available 24*7 I would say.",3
Venkatesh Vanjaku,"It was one of the best training that I have attended so far. The two important things that you should have, to succeed and sustain in this domain are desire and passion

Checkout the course modules first, you will receive hands on practice in almost all the concepts. Industry experts will be training and monitoring you in this course.

Nothing in this world is perfect, you might have ups and downs while learning or practicing, just NEVER GIVEUP. Worrying abou job? Nobody in this world can guarantee a job for you, if you don't have self-confidence and subject knowledge. Don't worry, if you don't have a technical degree/ experience, it doesn't really matter. You can still learn and grab a job with decent package.

Be prepared for everything, everyday will be like a challenge. Focus to what you interested more in this course, and gain knowledge on all other concepts.

Note: This is neither an endorsement nor recommendation by me for Jigsaw Academy. Purely personal experience.",4
Saptarishi Sengupta,"Being an economic graduate i tried in various government projects,institutions,kpo s etc. When i reached there i realized that i lack analytical skills and to deal with raw data i have to learn these analytical tools. I did a lot of research and finally decided to join JIGSAW. Faculty ,support team,technical team are very supportive and always available at the click of the mouse.Though the course is difficult but due to constant efforts of the faculty it looks very easy.The case studies and assignments are comprehensive and realistic.Doubt sessions are very helpful to further the understanding of concepts.The entire course structure is designed in such a way that it enables a fresher to pick up the ABCs of analytics.Because of JIGSAW now i can handle and understand raw data and can play with numbers to derive some conclusions.Hope to reap rich dividends in future on completion of this course .",4
Prabaharan Moorthy,"I was looking for carer switch into Analytics and wanted to learn fundamental concepts of analytics .After a lot of research and discussion with friends I chose Jigsaw Data Science with SAS course. Their content and support is great. Over all, if you are looking  for career switch into Analytics this is the place",4
YUDISHTER GUPTA S,"""Welcome Wishes , Support calls , Accepting & resolving concerns are the humane service of jigsaw"",
At jigsaw leaning academy , a strength of analytical mind , tons of common knowledge, are what I'm confident of now.
I'm glad to support academy as -""Jigsaw academy - Business entity with humane touch & Yes! innovative training"".
Keep innovating & growing.",4
Sankar G,"HI, This is Sankar Assistant Professor and student of Jigsaw Academy. I completed the course on IOT Professional Certification. I feel very happy because the course has current relevance to the academic subjects and the prospects of implementation the takeaways of the course expands not only one's knowledge but also enriches one's profile..The Facilities (Ahilaa, Giriprasad M (Students Support) etc...) were very informative and cordial with the academic approach as well as in clarifying the queries with substantial materials of the pertaining to the course..On the whole, the course becomes a holistic learning experience and knowledge gaining process....Thank you, Thank you Jigsaw.......",4
netgana,Jigsaw Academy - I enrolled for their Big Data Specialist course - The curriculum of this course is 200% match with real time enterprise use cases. The content is awesome and their data sets and assignment have given me immense confidence. I was able to change my job basis this confidence.,5
Vignesh Jagan,Completed my full stack data science course in class room training. It's really a great experience. Best academy that I would suggest for learning analytics. Faculty and support team is helpful. I would suggest bootcamp session in this academy as it is interactive and you can learn more.,5
Venkat Aditya,"I had a great acquisition experience with Jigsaw academy. Their course content is truly awesome. Faculty are expertness on the theme they've Blackbeard us by using real-prison term examples. At every instance they are there for us no topic it's a weekend or a vacation too. If in future Jigsaw come up with a course on ""How to provide table serving to the client's"" or ""Service to the Customer Analytics"". I would be the first person to enroll into the course. Their service is truly extraordinary(Mosses & Ramesh - Daily jobs mails, tips,form residual ).

Statement to define Jigsaw service:
""If customers gets 99 meter s goodness service and 100th meter it's ok or bad service customers remembers last service only. So, every time customer should be delighted with the service maybe it's an 99th time or 199th time. Jigsaw bandstand on this pedigree no issue what. I truly appreciate the Jigsaw Academy team for providing such an platform for individuals & professionals to learn. I wish them to reach tiptop of Everest.",5
Nik K,"I did the Data Scientist course from Jigsaw Academy in 2013.
A very hands on and affordable course, with a power packed course content covering the entire value chain of analytics, right from an overview of analytics, a thorough grounding in the basics of statistics, detailed instruction on advanced statistical techniques like logistic regression, decision trees, clustering and big data analytics.

A step-wise and easy to learn training methodology for mastering the R platform, a platform which is inherently not known to be very user friendly.

I would recommend this course to anyone seeking a thorough grounding in the basics of business analytics.",4
Vivek Yadu,"I have worst experience enrolling my self one of data science courses. They just bother about money. Once you paid the fees after that they won't care about you. I paid 51,000 INR . It was total waste. In name of online service they provide junk material and moreover also some time it wont work. If you call their customer service desk they won't pick your phone.  they also do false promise on placement assistants. So be care full while enrolling your self with Jigsa.  There are other good institute in the same line of business.",1
Yashodhan Bhatt,"Job Prospects : I was recruited because of a course I completed at Jigsaw.

Pros : (1) Excellent Content (2) Hands-On experience with near to real life business case studies
(3) Helpful Faculty

Cons : (1) Less importance on doubt clearance (2) Lack of actual classroom sessions & only digital interaction with batch mates tends to make you procrastinate

Overall Review : A good choice for anyone who wants to switch over to analytics and/or is entirely new to the world of analytics.

Things to keep in mind : (1)  Even though they don't say it, the student is expected to have some statistical base already. 'R For Dummies' book & certain MOOCs at eDX filled in all the blanks where Jigsaw failed. (2) Apply for the job only after you've completed at least one course from Jigsaw.",4
Ashish Anand,"Worst education providers . Don't waste your money on their courses. I had taken their  Big Data and Data science with R courses along with machine learning specialization . Please do not waste your money on them.
I really regret for the heavy fees I paid for those courses.😭😭😭😭😭",1
Rajeev Vaidya,"I have been undergoing the data science trainings from Jigsaw Academy. Good learning experience. Contents are well organised, adequate and simple to understand. I was bit worried about understanding statistics having techie background. However, I have been able grasp the statistics contents by going through this course.",4
Swathi S Shenoy,"Well Supported team members and the Faculties. I had completed the Data Science With R Course. It was a good experience for me to learn at my own pace. Course contents are good and easy to understand and learn.
Thanks to Divya Anand & Chandhan for supporting words, appreciated their quickness in replies for the raised ticket and making sure that the query is resolved.",4
Lohith Loki,"They are just another greedy institute, won't even give 10% of what they promised after paying the fee. I prefer you to talk with the students who have been to this institution before you join. You will never join the institute and I'm sure that you will thank me for this 😂. To have a clear review on them look into mouthshut.com reviews(150+), over here(50+ revies) they ask their students to give a 5star with a good content of review some of them will and some of them won't.

Reply for what you commented :- The Phases was not taken in-person, stop lying and calling it as false allegations. As you stated that you changed the faculty due to covid-19, Government of India didn't place any rule stating that Israel's faculty can't teach Indian students on an online platform due to covid-19. If your reply was true then I even spoke with the batch 1 students (which was held almost 3months prior to covid-19 pandamic), they also told me about how you guys changed the instructors. Coming back to the feedback, I'm also in the same batch and have friends in it too. I know what the feedback is 🙄.
And I didn't post this review for a refund. I wanted to let know the people about the service your institute provides. I am 100% okay with my statement that the course was not delivered even 10% of what you guys promised. If you think what I posted is not true and making false allegations on your institute then you can legally take action on me.
Thanks,
Lohith",1
parthasarathy radhakrishnan,"Did my Full stack data science in jigsaw academy. The online course was very well structured and easy to understand, even for beginner who have no background in programming.",4
naren rajnaren,"Very well planned learning program for those seeking to upgrade their skills, lecturers are available to clear your doubts on time, they cover end to end aspects of training to placements. They organize connects with industry leaders who are in to Data science, provide help on CV building and Mock interviews.",5
Soumitra Bhuyan,"Excellent Course, Brilliant Co-Founders with immense knowledge on the subject matter, Just The Best Learning Centre till date, Excellent Faculty and study materials. Entire Jigsaw Team Puts on real efforts, hard work to keep the name Jigsaw to the top and shining.",5
MANISH TRIVEDI,"I am not a student. I have done my second Job here!!  I did not spent much time in Jigsaw Academy but as an employee I have fully enjoyed my work.

# Employee Friendly + Flexi Office timings  + Good Team bonding
# No politics
# No hierarchy, You can directly talk to HR + Your top level Seniors.
# Good Mentors + Great culture + Good work nd life balance!!

:)",5
Swapnil Sharma,"You can just go for Jigsaw academy if you are looking for a career in Data Science / AI. They mainly focus on the basics which is what required from any data science course.

They have a good placement support as well.",5
Karthik Purushothaman,I am currently pursuing People Analytics and Digital HR course. Very well structured course modules that are detailed yet precise. Wonderful place for acquiring knowledge that can actually be used. My special thanks to Mrs. Kanti Shetty for her continuous support.,5
sam abraham,"Really helpful , knowledgeable faculty and backend support system which has made my journey into Sas & R a breeze, looking forward to doing more specialisation courses with Jigsaw. Extremely happy with my decision to have enrolled with Jigsaw Academy.",4
Prasant Dubey,"Good program curriculum, awesome support and great immersion at IIM campus.",5
R Suraj Kumar,"Training with Jigsaw was an out and out learning experience....

Every class there was something new ,different and interesting to learn.

Barely had heard about a term called analytics and then after researching a lot I realized the school for it was Jigsaw........

Came across it when my career was hanging in tenterhooks......Pursued this course whose foundation and basics helped me prepare myself for job trials and walkins and helped me secure one .

Dedicated faculties (Nidhi Maam,Shilpa Maam,Savinder Maam) , Placement support team (Ms.Roopashri and Co) ,Real time industry based curriculum introduced by Sarita Maam and Gaurav Sir, amazing support team(100% dedicated efficient effort from them)  made my course a smooth journey helped me to learn SAS,Excel ,Statistics etc very well.....

Would surely suggest it to students interested in undertaking a career in analytics to go for it for a strong foundation.

Go for it.Take every class seriously with commitment and effort.Prepare well.

Have the right attitude and Mindset.

Remember that Success Happens When Opportunity Meets Preparation.",4
Srimadhura Srinivasan,It is an excellent course! Highly recommended! Thank you for all your support Jigsaw Academy and IIM Indore. It was a great journey.,5
Yathartha sundhan,Good institute for learning Analytics course for data Science and machine learning. I have learnt skills like python R programing which helped me work on Big data which is coming future. Must join if you are looking for a flourishing caréer,5
Roopa Kumari,"To be able to mention Jigsaw in one line

“People who are Passionate / Love what they do”

One can witness the above statement from the first time you have interacted with Jigsaw. More evidently their flair for Analytics and their in-depth knowledge reflects on the course content.
Though I’m not from Maths/Statistics background I find the pre-class videos very easy to understand and grasp. It was quite a surprise to get lots of supplementary materials (ALL FREE DOWNLOAD) and case-study scenarios from real-time business. If you have the flair to learn Analytics, then Jigsaw is the right place for unlimited knowledge treasure.
About our Trainer for HR Analytics, Ms. Subhashini Tripathi, who has rich expertise in HR Analytics and shares/teaches from real world business scenarios on challenges faced by HR on data and how to tactfully handle and predict data. The classes were very interesting, thought-provoking and absolutely wonderful.  Hats Off to you Ms. Subhashini Tripathi.
The Support Team is just awesome, you write a query, have a problem in accessing remote desktop (lab sessions) their response time is real quick.
From my experience with Jigsaw, if you want to learn ANALYTICS, learn from the EXPERTS at JIGSAW.",5
pankaj agarwal,Jigsaw academy provided the right mix of theoretical and practical concepts  for a beginner in data science and analytics.The live class recordings are awesome to get practical insights on how data science is applied to real world problem . Thank you jigsaw for providing the right curriculum to get my data science learning,5
Anit Antonito,"Really expensive and courses are not worth of it. Learners note that they are only offering 100% placement assistance. And the worst part is that most of the analytics companies do not consider those who don't have experience. Also their topics are not enough to acquire a career in analytics. Still if you are planning to do analytics, my opinion is that go for R programming or python, not for SAS.",1
Madan Kartheessan,"I am a student doing a course titled ""Data Science in R and SAS."" Student support executives Naveen and Chandan have provided me all the assistance I asked for. In fact, Naveen used to call me every week regarding the status of my course and he also told me that to complete SAS before starting R. The support you get from JIgsaw Academy team is  simply superb. Best wishes for Naveen and Chandan and the support team. This is not a fake review.",5
Gaurav Gabhane,"Its a great experience joining jigsaw academy for big data and R courses where the things are to be done precisely. Also great support from the faculties, placement and support team for any kind of support at any time specially Nasser Hashim get back to all the time whenever I required help from jigsaw.",5
harsh kapoor,"I enrolled with ""Data Science with SAS"" .The course at Jigsaw academy is well structured and application based. The standard of assignments and case studies are also well framed..
Indeed a great learning experience!!!!",4
Chitra Karthik,i studied with Jigsaw's IoT Analytics from Introduction to Advanced it was really good. The videos were very clear. The faculty and support staff were very helpful.The app and download materials were are also helpful,5
ANUSHKA,I has been a wonderful Journey. Jigsaw Academy is a wonderful platform for both statistical and non-statistical background students.The course was easy to understand and useful for getting a Zist of Analytics Industry. I can proudly say that I Am A Jigsaw Student..,5
shirish ranjan,"The course master's certificate in cybersecurity(Red team) was a good structured course overall and a good starting point for anyone interested in cybersecurity, the faculty from HackerU structured and taught the course as effieciently as possible with the student in mind.",4
swathi priya,"I have done a course on ""Anlaytics For Engineeers"" Which is recognised by Jigsaw Academy. Very Supportive and motivate the students regarding the course and case studies. Faculties are very helpful in solving students queries. Now, Jigsaw Academy is placed as No.1 institute.",5
Ricky Khera,"So it all started with an Idea of Future...Future is Data...and Data need Analysis...and I came across Data Analytics...Jigsaw has been a pioneer Brand when it comes to Data Analytics...and their Collaboration with IIM Indore has made the course desirable and attractive...My experience has been fantastic to say the least...faculties, coordinators and IT support has been Fantastic..One Long session by Mr. Jeetendra has been the best 4 hour session I have taken in my entire life...Never miss His class ...he Is in another League..Moses has been Fantastic Support and so are everyone involved in the course...If you are thinking of doing Data Analyst course..Look no further..you search has come to an end..",5
Dhanushya .K,"It is a great place for beginners to start with analytics. Had enrolled for Bootcamp Data science program, which was helpful. Faculty and the support team were very supportive.",4
Praful Tickoo,Amazing faculty with very incisive and useful course content. Very useful for working people who want learn at their own pace. The examples given during the delivery are very pertinent and insightful. Overall I would recommend Jigsaw to anyone who wants to foray into the world of analytics.,5
Angela Antony,Jigsaw Academy is best Foundation for   the   beginners  to start up with  the course  of DATA SCIENCE..... i am currently doing my course with jigsaw academy  and   assignments are really helpful ....Good faculty and the support team.... over all service is Good :),5
Avishek Adhikary,"My jigsaw id is Jig14258.......

This is very disappointing to tell you if some one invested Rs 47k and not able to continue with the learning and wants to resume the course , there is no facility as such.
And the solution is your people asking me to do is to rejoin again with another Rs 50k investment which I have got to know today after trying from 28 feb 2020 to 06 May 2020 in watsapp support.....
Rather give me access to R& Python only with in that purchase if you not able to give me all 4 course's access and let me complete it, but another investment is not possible for me as I am one of those who badly hit in this pandemic situation...
I was not able to continue with the courses when I joined as because I had to travel around West Bengal for My Job to run my family.
Please request you do business with humanity, its time to change.

Thanks.",1
Saurabh,Jigsaw Academy is the best institute for analytics program in India. I presently enrolled in IPBA program Batch B6 of it which is offered in joint collaboration with IIM Indore. The faculties are very good in their subject and highly Qualified. Jigsaw faculties have tremendous knowledge about their subject and they also have great hands on the Industrial project. During the course you will get access to jigsaw learning portal where you will get the  material for your course  . Most important person in our program is Moses Kola  (IPBA batch B6) who helps and guide you all through your program. At the end of the course you will get hands on to some Analytics project from Industry which is very good for Analyzing what you have studied in the course.,5
PRATIK KUMAR,These people are totally fake and all the comments here are wrong these people promises to give placements but after cource completion these people never going to contact you and at the time of certificate these acadamy wants you to give positive feedback thats why these review are always positive dont do cources from jigsaw academy.,1
Anand Ellur,"I'm currently pursuing the course at Jigsaw Academy. Till now, I have liked the way they have provided the service starting from sales people, accounts, technical support, assignment panel. I can only comment about teaching once I complete. Since it is mix of teachers, it would be difficult to rate them individually here. Overall, I would rate 4 stars out of 5.",5
Harshitha Prakash,"The full stack data science program gives good understanding on basics in data science.Their support team is very kind in helping the students need.
Overall great experience.
Thank you jigsaw",5
Charan,"""Master in Cyber Security (Red Team)"" is one of best course to kick start their career in Cybersecurity right from the basics to a real time offensive penetration tester (RED Team) along with the kind and highly skilled trainers and staff who would always be ready to help anytime.
Thank you #HackerU_India #Jigsaw_Academy",5
Saurabh Singh,"It has been wonderful experience learning with jigsaw .
All the faculty member were co-operative and always available to help whenever required.
Their work is really appreciated , specially the Remote support faculity (i.e. Moses K.) who always help whenever required irrespective of time. Really appreciated his work.",5
Rahul Billapati,"Its an excellent platform to learn the concepts and topics that will be helpful in the journey of becoming a data scientist. The pre class videos helps a person who do not have any understanding before to have a holistic view of the concept. The live class helps in clearing all the doubts in your mind. And finally, the assignments gives you a challenge of solving the problems which helps in bringing confidence in you.
Overall its an excellent experience..",5
saikat roy,this institute only good for study not good for any work placement after completing the course. For short term courses they dont put any for for placing the student into industry no preparation class or practices. total waste of money if some one will go for short time courses. Also after paying that much money they dont give lifetime acess to courses in future if some one need to revise any thing they will not able to do after 18 month.,1
Pravash sahu,"One of the Best Institute. Learned the most basic of Analytics here.
Good:- LMS Platform, Instructors,content and Support staff(superb)
Need Improvement:- Placement Assistance and price
The pricing are a bit higher for the enthusiastic but non-earning  professionals trying enter the Analytics field .
All the best!!",4
Jaspreet singh,"Don't fall for this institute. These people are very unprofessional.Earlier,I had a positive image of this institute, however, the desperateness of  their counselors shows that all they care about is money.They even say that now is the best time to learn data since because of high paying job.I wonder is money is all we need? in an other words :Is the only unique selling point of the course is money?

I wanted to go for this course as it doesn't require you to have a high end computer to work with huge data as the institute has cloud based platform that allows you to work on data even on a low performing system.I also saw the value that it has made the course for great lake college so it must have some quality content and authoritative knowledge about the data field.I was almost all set to enroll unless over the past few weeks I called insofe and changed my mind to go for certification course with them that's when the true color of this institute came out.The rep was curt and she wasn't as nice to me as she was earlier.She could have pitched me her university of Chicago  certificate course,however, she was so pissed off that covert anger and target driven attitude became apparent.I felt very bad with the conversation I had with her.I even sent an email to the institute, telling them act rationally and professionally and that don't make your counselors act like typical business developers , however,I didn't get any response from them.Not even an acknowledgement.That says a lot about this institute.An educational institute that doesn't even believe in open written communication how can they fulfill the they promise made while enrolling student.I won't talk about the content as I have not studied at jigsaw but definitely what good are content when the approach is unprofessional.",1
Apurv sharma,"It was excellent learning from learned faculty.
Also the support system is real helpful and responsive to students needs.
Content wise it was updated to relevant market need.",5
Anirudh Yadav,"MY SELF ANIRUDH YADAV SUCCESSFULLY COMPLETED MY IPBA (INTEGRATED PROGRAM IN BUSINESS ANALYST ) COURSE IN NOV 2021 FROM IIM INDORE IN COLLABORATION WITH IGSAW ACADEMY , ITS BEEN OVER ALL GOOD AND HANDY EXPERIENCE & I LEARN A LOT . I WOULD LIKE TO EXTENT MY SINCERE THANKS TO IIM INDORE & JIGSAW ACADEMY FOR ALL SUPPORT DURING MY COURSE TENUER. IT WAS AWESOME JOURNEY WITH ALL THE FACULTY MEMBER. I WOULD LIKE TO THANKS MOSES FOR ALL THE SUPPORT YOU PROVIDED ME.",5
harshith pandit,Jigsaw academy is an excellent place to start your career in data science field..I have completed boot camp full stack data science jigsaw academy recently..faculty and support team are easy going and I would recommend to the people who want to start career in data science to join jigsaw academy,5
Srinivas Sridhara,"Both the sessions to learn about the issues to pay attention to while considering continuing or changing  focus to Data Science aspects, as well as getting good training on various aspects of learning about and using alternative Data Science tools were of superior quality. I am looking forward to learning more about this field and transitioning into the same.",5
Shashidhar Reddy,Jigsaw's comprehensive data analytic's program is excellent. The case studies provide a very good insights into analytic's. Overall it was a great learning experience.,4
Paritosh Jairazbhoy,"Initially took 2 courses, Data Science with SAS and Financial analytics. But there was some problems faced in the financial analytics course.
I was then offered the Data science with R course for free to make up for this which was great on their part.

Would recommend the SAS or R course which I think was excellent in content and support.",4
Arani Bhowmick,Good experience so far from the academy. The Faculty support is great and industry relation is also great! Looking forward for more industry connects and real life scenarios to get skilled in data science.,5
Sonu Kumar,"I did the Machine learning specialization. Very happy with the first course - Data science with R. Courses on neural network, SVM are also good but more case studies will help. I have got one call through their placement. Could not convert it. Waiting for more now.
Overall, I will recommend this course to all.",5
sashank pappu,"They just dump some content on us and say to learn them . I wasted one year by going through these courses . The hype they give and the content and course they provide is ridiculous ..Do not waste your valuable money by paying here .
We get free courses online
1) Analytics Edge - An awesome course free of cost and trust me I learnt R from this but spend 50 for this Jigsaw :( .

I was not able to complete the BIGDATA course at all due to worst service and I had very less time to spend after that . I am lost in this hype wave .
I didn't even complete 2 classes in BIGDATA due to the worst support and one they answer almost 3 weeks would be done and we have to loose hopes on BIGDATA  ....",1
Srinivas B,"The Analytics and Big Data course was easy to understand.
The feedback was AWESOME. The feedback was communicated clearly and was EXCELLENT.
Overall it was easy to understand.
Thank you Jigsaw team and especially Chandan, Mathi and Likhit for guiding me in the right direction.",5
ramesh kk,Master Certification In Cyber security (Red Team) is a good start for any one who want to start their career in cyber security.Organized course structure with interactive teaching methodology.,5
Moupiali Ain,"The institute is good, the faculties are very knowledgable so it’s easy to gain the knowledge, as well as the staff is very helpful and supportive. They have online as well as offline classes, so it’s easy actually if u miss any class u can go through the videos, the best part is the Capstone project it’s tricky but it’s interesting.",5
Shravya Pulpa,Master Certification In Cyber security (Red Team) is a good start for any one who want to start their career in cyber security.Organized course structure with interactive teaching methodology.,4
Bhavana Pandurangi,"""Jigsaw academy has changed the approach to the world of analytics.Analytic learning can be such interesting ""Great work jigsaw team"" looking further for foundation class.
Thank you.""
Course: Analytics for Beginners",5
Sriram P.R,"I had enrolled for pyspark with ML course. The course costed around 20K INR, on purchase i observed that the course hardly had any content on ML with just 4 basic videos on basics of ML. I had contacted the support team under the ticket 290499. The response came after repeated follow ups that thats the course content and the ticket was closed without any further communication. Seemed too absurd.

very poor",1
Amit Singh,"Great course to advance in Analytics

Data Science course makes learning modelling techniques using R easy and fun. A perfect blend of theory and practical working on real-world problems. Amazing faculty support.

Amit Singh (PGP, IIMA)
Manager, Pune",5
Ali Baig,"please don’t believe everything to what the marketing/sales executives say..ask them to mail each and everything specially the certification criteria. I had a very tough time in getting certified. Go for it if they give you a good price. Overall good support from the team. Specially from the sales team manager, without her understanding I wouldn’t had got certified for sure. And I had opted for HR ANALYTICS COURSE. I hope they restructure the course.",3
Gajmukta Chouhan,Excellent service. The entire team is very supportive special thanks to Moses Kola for constant help and support during my journey of IPBA programme.,5
Amit Singh,"Very good statistics course,easy to understand even for the students/professionals with
non-statistical background and at the same time covers all the topics needed in analytics industry.
A perfect mixture of courses i.e. online and video basedcourses enabling students and professionals to choose the course according to their convenience and can learn at their own pace.

Amit Singh
Business Analyst",4
Anil Kumar,"The content is well paced and is to the point. So that keeps me ticking. I am already able to visualize and many things at work and use excel effectively. My interest has always been to ""write"" , so you will keep hearing from me from time to time. Apart from my technical work , I have been a keen student doing a lot of studies on ancient Hindu scriptures , philosophy and psychology. I read a lot of articles and wondered how some of the fancy graphs were created. Now, I know at least how they are done and Thank You.",5
bhawna gupta,"Data Science  with R - Includes Predictive Analytics Techniques and R Hadoop Integration.
Pre-class Videos and Class videos along with materials to study are well organised for explanation. Case studies for practice in Jigsaw lab brings additional hands on practice.",4
FlyGirl's World,"I have completed the program ""FULL STACK DATA SCIENCE"" from Jigsaw.It was a wonderful experience with the faculties,support team and all others in jigsaw.It is a short duration course,but it cover almost all we want.Also they are providing online video tutorials, assignments.It was awesome.
Thank You Jigsaw",4
KUNAL SONONE,"I am still doing courses with jigsaw.,and till now i have get great experience with jigsaw team,the content of the courses are easily understandable  and we can perform better with this content on any projects.,Really the team makes lots of efforts to make it simple and understandable..!!",4
Rajesh Kutty,"I did my PGPDM course from JIGSAW and it was worth every money and time spent. The faculty are very good and knowledgeable, good with classroom sessions and give timely support on our issues.

Thanks
Rajesh",5
Harpreet Kaur,"DATA Science course with SAS is a very informative course which gives basic level understanding of DA. Special mention for case studies. Those are really helpful. Content is very relevant and well explained.
On the flip side, it is quite difficult and cumbersome to work on remote server and LMS. Data is not allowed to be exported outside..not even contest data which reduces the likelihood of participants to work on problems.
Most of the trainers are knowledgeable but not that helpful with the exception of few such as Mayukh. He was very helpful and helped me in clearing doubts.",3
